year,country,beef,pig,poultry,sheep,measures,region,happiness_score,gdp_per_capita,social_support,healthy_life_expectancy,freedom_to_make_life_choices,generosity,perceptions_of_corruption
2015,Australia,20.6335798087031,22.0227668810292,42.2694495127556,9.39797310500404,KG_CAP,North America and ANZ,7.284,1.33358,1.30923,0.93156,0.65124,0.43562,0.35637
2015,Canada,17.6707152205321,18.0324897205705,32.6267255181398,0.915993172573386,KG_CAP,North America and ANZ,7.427,1.32629,1.32261,0.90563,0.63297,0.45811,0.32957
2015,Japan,6.48735333048517,14.9610537599976,15.8016358794195,0.127247451501212,KG_CAP,East Asia,5.987,1.27074,1.25712,0.99111,0.49615,0.10705,0.1806
2015,Mexico,8.62766060091595,12.1231855196893,27.1224961813577,0.536240490445425,KG_CAP,Latin America and Caribbean,7.187,1.02054,0.91451,0.81444,0.48181,0.14074,0.21312
2015,New Zealand,13.8713569494456,17.7865258358977,33.5926507488083,5.8673122411972,KG_CAP,North America and ANZ,7.286,1.25018,1.31967,0.90837,0.63938,0.47501,0.42922
2015,United States,24.6724113258516,22.7733360847122,47.9249891723618,0.454957040561563,KG_CAP,North America and ANZ,7.119,1.39451,1.24711,0.86179,0.54604,0.40105,0.1589
2015,Argentina,40.6550137323902,8.56280079697252,38.9433239596741,1.13777844305511,KG_CAP,Latin America and Caribbean,6.574,1.05351,1.24823,0.78723,0.44974,0.11451,0.08484
2015,Brazil,24.787159594424,12.0988670845222,40.6733690226165,0.55175516542406,KG_CAP,Latin America and Caribbean,6.983,0.98124,1.23287,0.69702,0.49049,0.14574,0.17521
2015,Chile,17.4455794185008,17.6216554483576,33.9237371512629,0.460349850563412,KG_CAP,Latin America and Caribbean,6.67,1.10715,1.12447,0.85857,0.44132,0.33363,0.12869
2015,China,3.36126460849498,32.1031751512805,10.872839800804,2.91634916695221,KG_CAP,East Asia,5.14,0.89012,0.94675,0.81658,0.51697,0.08185,0.02781
2015,Colombia,12.2947465515862,5.98303742949648,27.0721291224283,0.153235076005771,KG_CAP,Latin America and Caribbean,6.477,0.91861,1.24018,0.69077,0.53466,0.18401,0.0512
2015,Ethiopia,2.73750155695732,0.0158627199086861,0.108352052642591,0.339698603424051,KG_CAP,Sub-Saharan Africa,4.512,0.19073,0.60406,0.44055,0.4345,0.24325,0.15048
2015,India,0.448828626338598,0.205069025492956,2.20742902809013,0.476586154450562,KG_CAP,South Asia,4.565,0.64499,0.38174,0.51529,0.39786,0.26475,0.08492
2015,Indonesia,1.67120135074407,1.0144089709674,7.05211557854122,0.382474755301524,KG_CAP,Southeast Asia,5.399,0.82827,1.08708,0.63793,0.46611,0.51535,0.0
2015,Israel,19.4307230586203,1.53040439290576,64.9362001982055,1.71264285331328,KG_CAP,Middle East and North Africa,7.278,1.22857,1.22393,0.91387,0.41319,0.33172,0.07785
2015,Kazakhstan,19.5443122872152,5.56065738246358,14.4822160381698,8.18114314610103,KG_CAP,Commonwealth of Independent States,5.855,1.12254,1.12241,0.64368,0.51649,0.11827,0.08454
2015,Malaysia,5.83711164186469,6.15413469527354,47.2589150688276,1.10172309426961,KG_CAP,Southeast Asia,5.77,1.12486,1.07023,0.72394,0.53024,0.33075,0.10501
2015,Nigeria,1.49118532874599,1.15215749248294,0.994146081591329,1.91229416231905,KG_CAP,Sub-Saharan Africa,5.268,0.65435,0.90432,0.16007,0.34334,0.27233,0.0403
2015,Pakistan,6.211202703729,7.825514709e-07,5.11370682702066,2.1781966798533,KG_CAP,South Asia,5.194,0.59543,0.41411,0.51466,0.12102,0.33671,0.10464
2015,Paraguay,9.80795350375776,21.6677386893469,5.82760607067074,0.489511936746354,KG_CAP,Latin America and Caribbean,5.878,0.75985,1.30477,0.66098,0.53899,0.3424,0.08242
2015,Peru,4.50519648075276,3.81360783546705,38.1816634432329,1.09571612560673,KG_CAP,Latin America and Caribbean,5.824,0.90019,0.97459,0.73017,0.41496,0.14982,0.05989
2015,Philippines,3.06412428145393,14.3561563579375,12.214833256757,0.497254979283692,KG_CAP,Southeast Asia,5.073,0.70532,1.03516,0.58114,0.62545,0.24991,0.12279
2015,Saudi Arabia,4.52486009282949,0.197565974881846,42.9322178339913,5.60472799939197,KG_CAP,Middle East and North Africa,6.411,1.39541,1.08393,0.72025,0.31048,0.13706,0.32524
2015,South Africa,12.4638904275967,3.5227607588254,33.9587826312295,2.99861991610615,KG_CAP,Sub-Saharan Africa,4.642,0.92049,1.18468,0.27688,0.33207,0.11973,0.08884
2015,Thailand,1.1731384473165,10.3723642078678,10.4451815541183,0.0432722390298195,KG_CAP,Southeast Asia,6.455,0.9669,1.26504,0.7385,0.55664,0.5763,0.03187
2015,Ukraine,5.49053496794016,12.8632921960989,21.141836972065,0.269868060560835,KG_CAP,Central and Eastern Europe,4.681,0.79907,1.20278,0.6739,0.25123,0.15275,0.02961
2015,Norway,24.869493656543945,0.30470242020804555,2.2984898166263843,9.466976084776189,THND_TONNE,Western Europe,7.522,1.459,1.33095,0.88521,0.66973,0.34699,0.36503
2015,Ethiopia,0.09718948603828619,41.66955634558019,3.086889968098769,32.97125933931477,THND_TONNE,Sub-Saharan Africa,4.512,0.19073,0.60406,0.44055,0.4345,0.24325,0.15048
2015,Thailand,12.715680373328112,16.924813648354988,0.047020056090356414,18.84125909628842,THND_TONNE,Southeast Asia,6.455,0.9669,1.26504,0.7385,0.55664,0.5763,0.03187
2015,Ethiopia,0.01605269180292753,24.90320075694241,28.03310759299882,4.924836862948398,THND_TONNE,Sub-Saharan Africa,4.512,0.19073,0.60406,0.44055,0.4345,0.24325,0.15048
2015,Thailand,11.34984076534957,35.31705775865544,1.6086484824273064,10.61993610515108,THND_TONNE,Southeast Asia,6.455,0.9669,1.26504,0.7385,0.55664,0.5763,0.03187
2015,Israel,1.6217676011585476,1.4378226765869455,6.358641653527303,33.66920969152477,THND_TONNE,Middle East and North Africa,7.278,1.22857,1.22393,0.91387,0.41319,0.33172,0.07785
2015,Nigeria,1.7245625923322756,36.218452314193605,16.249827232367302,0.9145614942287118,THND_TONNE,Sub-Saharan Africa,5.268,0.65435,0.90432,0.16007,0.34334,0.27233,0.0403
2015,Nigeria,1.759208871694063,1.1958112230789575,60.99317186963512,33.7256962177634,THND_TONNE,Sub-Saharan Africa,5.268,0.65435,0.90432,0.16007,0.34334,0.27233,0.0403
2015,New Zealand,17.507342526917235,13.181509690542738,8.292092455678109,5.890550041467059,THND_TONNE,North America and ANZ,7.286,1.25018,1.31967,0.90837,0.63938,0.47501,0.42922
2015,Kazakhstan,14.678617915253016,23.59880631565349,39.62943970315712,18.9791765025644,THND_TONNE,Commonwealth of Independent States,5.855,1.12254,1.12241,0.64368,0.51649,0.11827,0.08454
2015,Japan,19.7135640666759,0.5966900041130485,11.043680809754743,14.761657684064804,THND_TONNE,East Asia,5.987,1.27074,1.25712,0.99111,0.49615,0.10705,0.1806
2015,United States,0.4938636749279157,11.963224419478353,27.890186502478873,2.2207867259674288,THND_TONNE,North America and ANZ,7.119,1.39451,1.24711,0.86179,0.54604,0.40105,0.1589
2015,Argentina,41.183524936168645,5.878431411539972,54.04919653180745,52.0233981747566,THND_TONNE,Latin America and Caribbean,6.574,1.05351,1.24823,0.78723,0.44974,0.11451,0.08484
2015,Colombia,7.102619694709691,1.2032287467273362,22.94393697538051,2.2267538776492506e-06,THND_TONNE,Latin America and Caribbean,6.477,0.91861,1.24018,0.69077,0.53466,0.18401,0.0512
2015,Brazil,43.98580067799437,4.465675766763672,1.1372636028827818,7.467301978198217,THND_TONNE,Latin America and Caribbean,6.983,0.98124,1.23287,0.69702,0.49049,0.14574,0.17521
2015,Brazil,33.69874676492659,4.747229229088109,6.330802028153821,10.216318135628931,THND_TONNE,Latin America and Caribbean,6.983,0.98124,1.23287,0.69702,0.49049,0.14574,0.17521
2015,Colombia,16.263461451687284,1.209747110653536,1.1367811392386682,28.48598129671733,THND_TONNE,Latin America and Caribbean,6.477,0.91861,1.24018,0.69077,0.53466,0.18401,0.0512
2015,Colombia,0.16123783575947703,9.525045962011587,7.065390165759648,18.531384479650054,THND_TONNE,Latin America and Caribbean,6.477,0.91861,1.24018,0.69077,0.53466,0.18401,0.0512
2015,Pakistan,4.576139628290765,1.6025355619462294,0.1486154595451018,5.5210965249031005,THND_TONNE,South Asia,5.194,0.59543,0.41411,0.51466,0.12102,0.33671,0.10464
2015,Canada,33.24038716276453,22.551979162003484,3.7945720336695126,25.225259946639728,THND_TONNE,North America and ANZ,7.427,1.32629,1.32261,0.90563,0.63297,0.45811,0.32957
2015,China,40.758756254850894,34.88336086895794,12.032596017280701,0.37013782958984326,THND_TONNE,East Asia,5.14,0.89012,0.94675,0.81658,0.51697,0.08185,0.02781
2015,Ukraine,28.997109306376757,7.454402937231445,0.5875177815143434,4.289965614169974,THND_TONNE,Central and Eastern Europe,4.681,0.79907,1.20278,0.6739,0.25123,0.15275,0.02961
2015,Paraguay,6.4076294738557795,28.169791433128374,6.9875314600946385,0.47337207842316265,THND_TONNE,Latin America and Caribbean,5.878,0.75985,1.30477,0.66098,0.53899,0.3424,0.08242
2015,South Africa,4.133363708148218,1.9492185379535065,18.45512306988664,0.4898362636257931,THND_TONNE,Sub-Saharan Africa,4.642,0.92049,1.18468,0.27688,0.33207,0.11973,0.08884
2015,Canada,0.9332216828765078,15.955045325413213,20.726995205542774,13.557207207103216,THND_TONNE,North America and ANZ,7.427,1.32629,1.32261,0.90563,0.63297,0.45811,0.32957
2015,Pakistan,7.900679106788979e-07,1.3932089842574091,42.9143255201936,12.235672796224101,THND_TONNE,South Asia,5.194,0.59543,0.41411,0.51466,0.12102,0.33671,0.10464
2015,Mexico,0.5971982252042055,20.44322488167496,0.5382332085701792,22.632438255093597,THND_TONNE,Latin America and Caribbean,7.187,1.02054,0.91451,0.81444,0.48181,0.14074,0.21312
2015,Paraguay,26.87873726806056,4.755237365030843,0.40429299656009504,16.295611307055218,THND_TONNE,Latin America and Caribbean,5.878,0.75985,1.30477,0.66098,0.53899,0.3424,0.08242
2015,India,0.24090397814499548,3.281892754800774,19.90454206872889,14.873426039033196,THND_TONNE,South Asia,4.565,0.64499,0.38174,0.51529,0.39786,0.26475,0.08492
2015,Mexico,15.232238301221308,0.21633947606113293,37.50750542280233,1.1211237061897676,THND_TONNE,Latin America and Caribbean,7.187,1.02054,0.91451,0.81444,0.48181,0.14074,0.21312
2015,Norway,13.9999166247211,20.5910756063007,15.8097155142641,4.600362011368,KG_CAP,Western Europe,7.522,1.459,1.33095,0.88521,0.66973,0.34699,0.36503
2015,Switzerland,13.7984608707285,23.3723818945168,13.922538579735,1.30413838627714,KG_CAP,Western Europe,7.587,1.39651,1.34951,0.94143,0.66557,0.29678,0.41978
2015,United Kingdom,16.005159427456473,20.23869923920995,29.005643189465985,4.879692983174835,THND_TONNE,Western Europe,6.867,1.26637,1.28548,0.90943,0.59625,0.51912,0.32067
2015,United Kingdom,11.7094960938111,16.4989900549077,26.6775126131014,4.48802566646707,KG_CAP,Western Europe,6.867,1.26637,1.28548,0.90943,0.59625,0.51912,0.32067
2016,Australia,19.4555358931342,21.488653016466,44.7812173897473,8.55472675043961,KG_CAP,North America and ANZ,7.313,1.44443,1.10476,0.8512,0.56837,0.47407,0.32331
2016,Canada,18.0531748257128,16.2477304142939,33.2734139245195,0.930445125908857,KG_CAP,North America and ANZ,7.404,1.44015,1.0961,0.8276,0.5737,0.44834,0.31329
2016,Japan,6.4079913791247,15.378770392643,16.2486751450485,0.138095139931755,KG_CAP,East Asia,5.921,1.38007,1.06054,0.91491,0.46761,0.10224,0.18985
2016,Mexico,8.83538822963006,12.4159882395242,27.7914294328536,0.508493390797392,KG_CAP,Latin America and Caribbean,6.778,1.11508,0.7146,0.71143,0.37709,0.11735,0.18355
2016,New Zealand,12.5258861039458,17.4450671106832,37.2217474617778,5.51599036781563,KG_CAP,North America and ANZ,7.334,1.36066,1.17278,0.83096,0.58147,0.49401,0.41904
2016,United States,25.3735756177622,22.9426107461548,48.5466934001827,0.452833778469076,KG_CAP,North America and ANZ,7.104,1.50796,1.04782,0.779,0.48163,0.41077,0.14868
2016,Argentina,38.9692182643316,9.59901541823546,38.6239304789357,1.00411838023468,KG_CAP,Latin America and Caribbean,6.65,1.15137,1.06612,0.69711,0.42284,0.10989,0.07296
2016,Brazil,25.2085049719877,11.6177563683506,40.0265544190782,0.546665083853536,KG_CAP,Latin America and Caribbean,6.952,1.08754,1.03938,0.61415,0.40425,0.15776,0.14166
2016,Chile,18.8788452365996,18.2624025140041,35.8905933498615,0.419325044243088,KG_CAP,Latin America and Caribbean,6.705,1.2167,0.90587,0.81883,0.37789,0.31595,0.11451
2016,China,3.41957418272996,31.2022143382846,11.5955909933202,3.01772352197607,KG_CAP,East Asia,5.245,1.0278,0.79381,0.73561,0.44012,0.04959,0.02745
2016,Colombia,11.3511467115339,6.65973962080323,28.2997362585733,0.140882353519643,KG_CAP,Latin America and Caribbean,6.481,1.03032,1.02169,0.59659,0.44735,0.15626,0.05399
2016,Ethiopia,2.65753198848089,0.0156002756652196,0.112884834137656,0.389998841031,KG_CAP,Sub-Saharan Africa,4.508,0.29283,0.37932,0.34578,0.36703,0.29522,0.1717
2016,India,0.468497427674935,0.186444830611079,2.27816339850648,0.480063041246502,KG_CAP,South Asia,4.404,0.74036,0.29247,0.45091,0.40285,0.25028,0.08722
2016,Indonesia,1.90128978218836,1.03392754615954,7.90702485185403,0.390436382326597,KG_CAP,Southeast Asia,5.314,0.95104,0.87625,0.49374,0.39237,0.56521,0.00322
2016,Israel,19.9779415858053,1.53271503059213,68.102069625408,1.54047266403602,KG_CAP,Middle East and North Africa,7.267,1.33766,0.99537,0.84917,0.36432,0.32288,0.08728
2016,Kazakhstan,19.4001883203085,5.24908041273725,14.6914455992749,8.26991448014549,KG_CAP,Commonwealth of Independent States,5.919,1.22943,0.95544,0.57386,0.4052,0.15011,0.11132
2016,Malaysia,5.41121417824407,5.49306902151382,50.1817248160682,1.0632342118052,KG_CAP,Southeast Asia,6.005,1.25142,0.88025,0.62366,0.39031,0.41474,0.09081
2016,Nigeria,1.40005205213147,1.15650298707728,0.989620344288748,1.83236193090223,KG_CAP,Sub-Saharan Africa,4.875,0.75216,0.64498,0.05108,0.27854,0.23219,0.0305
2016,Pakistan,6.3564116039381,7.670669787e-07,5.46911188326233,2.09040025672821,KG_CAP,South Asia,5.132,0.68816,0.26135,0.40306,0.14622,0.31185,0.1388
2016,Paraguay,11.6917129197874,21.9002487284396,5.53688984422255,0.513857207147588,KG_CAP,Latin America and Caribbean,5.538,0.89373,1.11111,0.58295,0.46235,0.25296,0.07396
2016,Peru,4.37461669267651,3.91411295587849,40.2963338462765,1.10190545286616,KG_CAP,Latin America and Caribbean,5.743,0.99602,0.81255,0.62994,0.37502,0.14527,0.05292
2016,Philippines,3.07916093246172,14.855306838199,12.5381012643641,0.500650957462117,KG_CAP,Southeast Asia,5.279,0.81217,0.87877,0.47036,0.54854,0.21674,0.11757
2016,Saudi Arabia,4.13402409036843,0.16875918101332,41.541987635333,4.71600798625029,KG_CAP,Middle East and North Africa,6.379,1.48953,0.84829,0.59267,0.37904,0.15457,0.30008
2016,South Africa,13.0072823102518,3.45365337154682,33.9995905517456,2.95700584300753,KG_CAP,Sub-Saharan Africa,4.459,1.02416,0.96053,0.18611,0.42483,0.13656,0.08415
2016,Thailand,1.18013100765866,10.1483178892125,8.88246168700998,0.0473471055475128,KG_CAP,Southeast Asia,6.474,1.0893,1.04477,0.64915,0.49553,0.58696,0.02833
2016,Ukraine,5.3373203034241,13.1440398742542,20.4914505089885,0.265416130507596,KG_CAP,Central and Eastern Europe,4.324,0.87287,1.01413,0.58628,0.12859,0.20363,0.01829
2016,Norway,25.044331134889998,0.3586829522488391,2.3995363761288866,9.1576515625,THND_TONNE,Western Europe,7.498,1.57744,1.1269,0.79579,0.59609,0.37895,0.35776
2016,Ethiopia,0.10382047665981807,41.23828800851516,3.0726320211166684,33.566314876163325,THND_TONNE,Sub-Saharan Africa,4.508,0.29283,0.37932,0.34578,0.36703,0.29522,0.1717
2016,Thailand,12.47833009962817,18.115480940371015,0.051602147116691754,19.30669165643868,THND_TONNE,Southeast Asia,6.474,1.0893,1.04477,0.64915,0.49553,0.58696,0.02833
2016,Ethiopia,0.016187051981408403,25.051139151869254,28.22155704523688,4.924007899330006,THND_TONNE,Sub-Saharan Africa,4.508,0.29283,0.37932,0.34578,0.36703,0.29522,0.1717
2016,Thailand,9.680720488214606,35.82266321703922,1.4697694096275995,10.344004686592386,THND_TONNE,Southeast Asia,6.474,1.0893,1.04477,0.64915,0.49553,0.58696,0.02833
2016,Israel,1.6498508842201054,1.4825023978603957,6.082865264080968,34.869619937192105,THND_TONNE,Middle East and North Africa,7.267,1.33766,0.99537,0.84917,0.36432,0.32288,0.08728
2016,Nigeria,1.6621332103377067,37.1231651888878,15.5006291902591,0.9345566393851132,THND_TONNE,Sub-Saharan Africa,4.875,0.75216,0.64498,0.05108,0.27854,0.23219,0.0305
2016,Nigeria,1.7304070375715281,1.232173432981119,64.97638095408162,37.7441185414792,THND_TONNE,Sub-Saharan Africa,4.875,0.75216,0.64498,0.05108,0.27854,0.23219,0.0305
2016,New Zealand,15.96781968768197,13.174802296447414,8.49450194274654,5.593401936066627,THND_TONNE,North America and ANZ,7.334,1.36066,1.17278,0.83096,0.58147,0.49401,0.41904
2016,Kazakhstan,15.090423665735486,25.639267023314886,42.35370905634311,18.770984859263997,THND_TONNE,Commonwealth of Independent States,5.919,1.22943,0.95544,0.57386,0.4052,0.15011,0.11132
2016,Japan,20.228116021890564,0.5960384684282332,11.216086504596953,14.291022022734186,THND_TONNE,East Asia,5.921,1.38007,1.06054,0.91491,0.46761,0.10224,0.18985
2016,United States,0.4950165564985755,12.35971688042402,28.29513797506495,2.5554445569247193,THND_TONNE,North America and ANZ,7.104,1.50796,1.04782,0.779,0.48163,0.41077,0.14868
2016,Argentina,41.24997071563026,5.780302288274212,52.32069493883141,53.068958498624255,THND_TONNE,Latin America and Caribbean,6.65,1.15137,1.06612,0.69711,0.42284,0.10989,0.07296
2016,Colombia,7.975573710005716,1.072388368198199,23.962414657503764,2.2267538776492506e-06,THND_TONNE,Latin America and Caribbean,6.481,1.03032,1.02169,0.59659,0.44735,0.15626,0.05399
2016,Brazil,43.64164988228624,4.641382251114999,1.1581644905049786,7.027032074833705,THND_TONNE,Latin America and Caribbean,6.952,1.08754,1.03938,0.61415,0.40425,0.15776,0.14166
2016,Brazil,34.55291376754886,4.769367939075206,6.7423846958984575,11.565966673240512,THND_TONNE,Latin America and Caribbean,6.952,1.08754,1.03938,0.61415,0.40425,0.15776,0.14166
2016,Colombia,15.14750076207215,1.247129901372149,1.1579404876216366,30.039935932732902,THND_TONNE,Latin America and Caribbean,6.481,1.03032,1.02169,0.59659,0.44735,0.15626,0.05399
2016,Colombia,0.14954545283087653,9.391875016599869,6.40170570861557,18.870373199461415,THND_TONNE,Latin America and Caribbean,6.481,1.03032,1.02169,0.59659,0.44735,0.15626,0.05399
2016,Pakistan,4.992980547325154,1.6169224523433627,0.160999359403018,5.159064891198114,THND_TONNE,South Asia,5.132,0.68816,0.26135,0.40306,0.14622,0.31185,0.1388
2016,Canada,34.21995275760734,24.60683606605273,3.873319502693643,24.95092749813954,THND_TONNE,North America and ANZ,7.404,1.44015,1.0961,0.8276,0.5737,0.44834,0.31329
2016,China,39.7983986719459,37.21142964902573,12.545791788091156,0.36224594264674864,THND_TONNE,East Asia,5.245,1.0278,0.79381,0.73561,0.44012,0.04959,0.02745
2016,Ukraine,27.96719548141892,8.453695884082139,0.6203464636080536,4.055162775778427,THND_TONNE,Central and Eastern Europe,4.324,0.87287,1.01413,0.58628,0.12859,0.20363,0.01829
2016,Paraguay,6.167012232472889,28.146098638482542,7.295242117833737,0.4347569356633797,THND_TONNE,Latin America and Caribbean,5.538,0.89373,1.11111,0.58295,0.46235,0.25296,0.07396
2016,South Africa,4.105357667127831,1.9084136585155402,18.943652113994393,0.5009580428800866,THND_TONNE,Sub-Saharan Africa,4.459,1.02416,0.96053,0.18611,0.42483,0.13656,0.08415
2016,Canada,0.956913778801764,16.77011337307148,18.852233792341273,16.37086781017905,THND_TONNE,North America and ANZ,7.404,1.44015,1.0961,0.8276,0.5737,0.44834,0.31329
2016,Pakistan,7.900679106788979e-07,1.3932089842304032,46.0877309961085,13.109465987400599,THND_TONNE,South Asia,5.132,0.68816,0.26135,0.40306,0.14622,0.31185,0.1388
2016,Mexico,0.5737167941131847,21.361989519374017,0.5723364147347397,23.34104322682755,THND_TONNE,Latin America and Caribbean,6.778,1.11508,0.7146,0.71143,0.37709,0.11735,0.18355
2016,Paraguay,27.51984878719188,4.86013994331738,0.41743013334482526,17.228813964549236,THND_TONNE,Latin America and Caribbean,5.538,0.89373,1.11111,0.58295,0.46235,0.25296,0.07396
2016,India,0.2215546574161304,3.4117056986154135,20.23919123205238,15.309853848204694,THND_TONNE,South Asia,4.404,0.74036,0.29247,0.45091,0.40285,0.25028,0.08722
2016,Mexico,15.80453099229666,0.18900305925335154,38.52880242212276,1.0983013625872695,THND_TONNE,Latin America and Caribbean,6.778,1.11508,0.7146,0.71143,0.37709,0.11735,0.18355
2016,Norway,14.1959873588662,20.5193568066187,16.7452734482571,4.55156884915529,KG_CAP,Western Europe,7.498,1.57744,1.1269,0.79579,0.59609,0.37895,0.35776
2016,Switzerland,13.9137870148073,23.1248875638506,14.1912463377466,1.29141480325065,KG_CAP,Western Europe,7.509,1.52733,1.14524,0.86303,0.58557,0.28083,0.41203
2016,United Kingdom,16.15635398244067,21.2151198683248,30.385102106803217,4.7420579575713235,THND_TONNE,Western Europe,6.725,1.40283,1.08672,0.80991,0.50036,0.50156,0.27399
2016,United Kingdom,11.7497721760905,17.1920687251862,27.7799473434399,4.33548387949555,KG_CAP,Western Europe,6.725,1.40283,1.08672,0.80991,0.50036,0.50156,0.27399
2017,Australia,18.7150603640546,22.0096243190494,43.5651252075566,7.77405835391671,KG_CAP,North America and ANZ,7.28399992,1.484414935,1.510041952,0.843886793,0.601607382,0.47769925,0.30118373
2017,Canada,18.0733324180365,16.005627081736,33.5540689461262,0.968804478153911,KG_CAP,North America and ANZ,7.315999985,1.479204416,1.481348991,0.834557652,0.611100912,0.435539722,0.287371516
2017,Japan,7.26441593464928,15.8335458010761,17.0029841914053,0.153187682914848,KG_CAP,East Asia,5.920000076,1.416915178,1.436337829,0.913475871,0.505625546,0.120572768,0.163760737
2017,Mexico,8.86630743252477,12.9343510008216,28.4697312818235,0.511742039555835,KG_CAP,Latin America and Caribbean,6.578000069,1.153183818,1.21086216,0.709978998,0.412730008,0.120990433,0.132774115
2017,New Zealand,12.0722127016662,18.5594196414745,38.4207141450689,5.2887628653242,KG_CAP,North America and ANZ,7.31400013,1.405706048,1.548195124,0.816759706,0.61406213,0.500005126,0.382816702
2017,United States,25.9886969258198,22.9373338418654,48.9953851456684,0.486936901920456,KG_CAP,North America and ANZ,6.993000031,1.546259284,1.419920564,0.774286628,0.505740523,0.392578781,0.135638788
2017,Argentina,39.6399097550022,10.3149521589068,38.0535840089706,0.961155247271808,KG_CAP,Latin America and Caribbean,6.598999977,1.185295463,1.440451145,0.695137084,0.494519204,0.109457061,0.059739888
2017,Brazil,25.1970333923814,12.0645951175536,40.621665595624,0.551357856199734,KG_CAP,Latin America and Caribbean,6.635000229,1.10735321,1.431306005,0.616552353,0.437453747,0.162349895,0.111092761
2017,Chile,17.5939390981954,19.4092706621146,35.9668391085264,0.429410456171936,KG_CAP,Latin America and Caribbean,6.65199995,1.25278461,1.284024954,0.819479704,0.376895279,0.326662421,0.082287982
2017,China,3.56273656271114,30.9214088244497,11.4065416699849,3.07389619691583,KG_CAP,East Asia,5.272999763,1.081165791,1.160837412,0.741415501,0.472787708,0.028806841,0.022794275
2017,Colombia,10.5044213243395,7.20349326006145,29.5088390910227,0.140900469609432,KG_CAP,Latin America and Caribbean,6.356999874,1.070622325,1.402182937,0.595027924,0.477487415,0.149014473,0.046668742
2017,Ethiopia,2.61950915868836,0.0152206276556088,0.114874825795503,0.469021423960583,KG_CAP,Sub-Saharan Africa,4.460000038,0.339233845,0.864669204,0.353409708,0.408842742,0.31265074,0.165455714
